Product_ID,Compressor_Type,Product_Name,Power_Rating(HP),Capacity(CFM),Pressure_Rating(PSI),Date_of_Sale,Sales_Channel,Sales_Region,Unit_Price,Quantity_Sold,Total_Sales_Revenue,Customer_ID,Company_Name,Contact_Person,Contact_Email,Contact_Phone,Installation_Date,Service_Contracts,Maintenance_History,Warranty_Information,Energy_Consumption(kWh),Efficiency_Rating(%),Operating_Cost,Environmental_Impact,Market_Trends,Customer_Satisfaction_Ratings,Marketing_Campaigns,Promotional_Discounts,Advertising_Channels,Industry_Regulations,industries
1262,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,105,430,166,2023-02-13,Direct Sales,North Region,21096,9,189864,363,Black-Rollins,Guy Gutierrez,tuckerjeremy@example.com,498.508.1371x8838,2023-06-15,No,Regular maintenance every 6 months,2 years warranty,67.5,72.63,15819.51,Minimal environmental impact,Declining,4.4,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Textile
1263,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,52,5,104,2023-06-13,Direct Sales,South Region,8419,5,42095,364,"Buckley, Coffey and Harvey",Stephanie Burgess,robertssheila@example.org,797-759-8457,2023-10-17,No,Regular maintenance every 6 months,1 year warranty,0.7,79.04,5414.25,Minimal environmental impact,Growing,4.2,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Hydel
1264,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,145,262,114,2023-05-23,Direct Sales,North Region,13439,6,80634,365,Rodriguez-Morris,Brian Weaver,basswilliam@example.com,+1-969-768-7864,2023-05-24,Yes,Regular maintenance every 6 months,3 years warranty,40.6,90.62,6948.52,Low emissions,Declining,4.4,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Automotive
1265,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,110,65,119,2023-02-19,Distributor,East Region,10708,2,21416,366,Carter-Leblanc,Brian Walter,hector28@example.net,001-535-332-3399x13257,2023-08-30,No,Quarterly Maintenance,1 year warranty,35.0,79.34,7111.44,Environmentally friendly design,Growing,4.2,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Fabrication Workshops
1266,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,47,64,289,2023-08-18,Online Platform,North Region,112954,10,1129540,367,White-Ramos,Samantha Duran,joshuaguzman@example.com,+1-815-439-9353x08128,2023-08-20,Yes,Annual service contract,3 years warranty,88.0,89.25,87659.27,Environmentally friendly design,Declining,4.6,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Food & Beverages
1267,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,109,15,122,2023-03-26,Distributor,North Region,19426,5,97130,368,Gonzalez-Howard,Joseph Briggs,simmonsryan@example.net,+1-452-865-2342x6473,2023-08-04,No,Quarterly Maintenance,5 years warranty,39.7,92.6,14276.42,Minimal environmental impact,Growing,4.8,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Food Processing
1268,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,94,840,237,2023-02-02,Direct Sales,North Region,95957,3,287871,369,Miller and Sons,Jason Adams,pollardjessica@example.org,864.666.7259,2023-10-15,No,Annual service contract,3 years warranty,191.9,89.61,63945.16,Minimal environmental impact,Declining,3.7,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Small Machining
1269,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,170,13,106,2023-02-20,Online Platform,West Region,13768,2,27536,370,"Smith, Morris and Carr",Jack Barber,gonzalezbrian@example.net,001-239-381-9389x11319,2023-07-21,No,Regular maintenance every 6 months,2 years warranty,4.5,93.87,9069.39,Low emissions,Stable,4.4,Email Campaign,10% off for bulk orders,Social media campaigns,No specific regulations,Pet Blowing
1270,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,115,13,93,2023-01-15,Direct Sales,North Region,12408,2,24816,371,"Dennis, Walters and Cox",Jonathan Kaiser,alexandra46@example.com,327.609.2029x15108,2023-05-08,Yes,Annual service contract,3 years warranty,5.4,91.74,7501.51,Environmentally friendly design,Growing,4.3,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Marine
1271,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,48,1088,132,2023-09-06,Direct Sales,East Region,56394,5,281970,372,Robles Group,Latoya Mccullough,raycassandra@example.net,001-841-559-3865x96552,2023-09-13,Yes,Quarterly Maintenance,2 years warranty,133.9,78.85,40667.86,Minimal environmental impact,Growing,3.5,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Fabrication Workshops
1272,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,55,19,144,2023-01-20,Online Platform,South Region,14357,7,100499,373,Blake-Woods,Margaret West,kevingoodman@example.net,986.335.4141,2023-04-23,Yes,Annual service contract,1 year warranty,4.5,89.47,10515.74,Minimal environmental impact,Growing,4.0,Email Campaign,10% off for bulk orders,Industry magazines,No specific regulations,Paint Shot
1273,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,60,480,236,2022-12-10,Online Platform,East Region,31562,4,126248,374,Thomas Ltd,Brittany Villanueva,lwheeler@example.com,831-379-2002x48435,2023-02-28,No,Quarterly Maintenance,5 years warranty,231.4,70.26,20064.23,Low emissions,Declining,3.9,Online Ads,10% off for bulk orders,Industry magazines,Compliance with industry standards,Fabrication Workshops
1274,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,29,30,125,2023-08-28,Online Platform,South Region,11463,2,22926,375,Pierce and Sons,Brianna Patterson,rlang@example.org,(880)825-9666,2023-09-25,Yes,Quarterly Maintenance,2 years warranty,2.9,80.61,6675.78,Environmentally friendly design,Stable,4.4,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Paint Shot
1275,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,113,481,160,2023-07-04,Distributor,South Region,36918,10,369180,376,"Weiss, Davidson and Watson",Joseph Snyder,pford@example.com,+1-399-949-5280,2023-11-04,No,Quarterly Maintenance,5 years warranty,220.0,81.18,28546.36,Minimal environmental impact,Growing,3.9,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Food Processing
1276,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,48,7,110,2023-10-03,Distributor,North Region,8875,3,26625,377,Jones Ltd,Brittany Scott,tracyliu@example.net,673.328.7406x50715,2023-10-05,No,Regular maintenance every 6 months,3 years warranty,2.2,77.7,6792.27,Minimal environmental impact,Growing,4.8,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Metal Fabrication
1277,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,152,26,145,2023-03-29,Online Platform,West Region,14491,2,28982,378,Vincent Group,David Davis,scott36@example.net,257.805.1412,2023-09-09,No,Annual service contract,3 years warranty,3.5,76.23,8968.81,Minimal environmental impact,Stable,4.1,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Automobile
1278,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,53,163,274,2023-01-30,Distributor,South Region,83843,3,251529,379,Barnes Group,Carolyn Williams,whitneyjones@example.com,296.354.7292x78126,2023-10-29,No,Annual service contract,1 year warranty,85.3,81.94,46385.19,Environmentally friendly design,Stable,3.8,Email Campaign,15% off for first-time buyers,Social media campaigns,No specific regulations,Engine Starting
1279,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,120,2,92,2022-12-27,Online Platform,East Region,10133,1,10133,380,"Bryant, Graham and Benitez",Luis Rodriguez,wlane@example.net,786.996.8377,2023-11-27,Yes,Quarterly Maintenance,5 years warranty,2.3,88.04,7535.52,Low emissions,Declining,4.9,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Metal Fabrication
1280,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,157,775,227,2023-09-14,Online Platform,North Region,36913,3,110739,381,Wilkins Inc,Arthur Wells,pschmidt@example.com,+1-453-290-8019x66188,2023-11-19,No,Quarterly Maintenance,5 years warranty,233.2,94.05,26257.18,Low emissions,Declining,3.6,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Paper
1281,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,134,911,159,2023-11-30,Direct Sales,East Region,96196,9,865764,382,Leblanc-Taylor,John Evans,mwilliams@example.net,763.455.0094x71661,2023-11-30,Yes,Quarterly Maintenance,3 years warranty,107.1,74.73,48339.2,Environmentally friendly design,Declining,4.6,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Food Processing
1282,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,157,30,150,2023-04-09,Direct Sales,East Region,17770,1,17770,383,"Meyer, Walker and Hall",David Alexander,turnertimothy@example.net,+1-701-711-4462x809,2023-05-14,No,Quarterly Maintenance,2 years warranty,4.9,92.08,12457.93,Low emissions,Stable,3.7,Online Ads,10% off for bulk orders,Industry magazines,No specific regulations,Textile
1283,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,191,285,150,2023-10-23,Online Platform,East Region,11149,6,66894,384,"Wilkins, Henry and Wagner",Mrs. Madeline Miller,eric53@example.org,(477)441-7723x1895,2023-10-23,No,Regular maintenance every 6 months,1 year warranty,36.5,91.06,7747.22,Environmentally friendly design,Growing,4.3,Trade Shows,10% off for bulk orders,Industry magazines,No specific regulations,Food Processing
1284,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,165,18,141,2023-06-21,Direct Sales,East Region,12599,9,113391,385,"Green, Banks and Adams",Sara White,perkinssheila@example.com,(208)448-9585,2023-09-08,No,Quarterly Maintenance,2 years warranty,6.6,85.18,7481.3,Environmentally friendly design,Declining,4.0,Email Campaign,10% off for bulk orders,Social media campaigns,No specific regulations,Marine
1285,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,99,234,154,2023-04-19,Direct Sales,South Region,16432,9,147888,386,Mitchell LLC,Anthony Snyder,jamesdarin@example.net,611.270.3533x51165,2023-06-01,No,Quarterly Maintenance,5 years warranty,40.7,72.28,11607.13,Low emissions,Stable,5.0,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Food Processing
1286,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,114,18,128,2023-07-09,Direct Sales,North Region,14047,9,126423,387,"Harris, White and Roth",Tiffany Carrillo,ohernandez@example.org,5289852000,2023-08-13,Yes,Quarterly Maintenance,5 years warranty,5.1,70.17,7071.75,Low emissions,Declining,4.6,Online Ads,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Pet Blowing
1287,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,89,13,196,2023-09-30,Online Platform,West Region,10454,9,94086,388,Howe Inc,Sarah Reed,eduardodavenport@example.net,+1-848-263-8585x20656,2023-12-08,No,Quarterly Maintenance,2 years warranty,7.4,76.39,7988.11,Low emissions,Growing,3.6,Email Campaign,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Textile
1288,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,25,15,176,2023-03-30,Distributor,West Region,13368,9,120312,389,Johnson Ltd,Sharon Wright,juliebrown@example.org,821-250-6972x87537,2023-06-23,Yes,Annual service contract,1 year warranty,4.1,82.36,8120.73,Environmentally friendly design,Declining,4.6,Trade Shows,10% off for bulk orders,Industry magazines,Compliance with industry standards,Pet Blowing
1289,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,167,475,225,2023-03-01,Distributor,East Region,91496,7,640472,390,Hunter LLC,John Brooks,hannahgray@example.net,763-480-7742x738,2023-03-25,No,Quarterly Maintenance,2 years warranty,177.9,89.87,63709.89,Low emissions,Declining,4.3,Online Ads,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Paper
1290,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,51,723,210,2023-05-21,Direct Sales,North Region,32724,1,32724,391,"Sanders, Beck and Christensen",Matthew Ryan,hoodtina@example.com,463.574.6969x53301,2023-06-03,No,Regular maintenance every 6 months,5 years warranty,76.7,93.23,19905.78,Low emissions,Growing,5.0,Trade Shows,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Textile
1291,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,105,413,140,2023-01-23,Direct Sales,East Region,18142,5,90710,392,"Ward, Pierce and Hudson",Wendy Arnold,rstone@example.net,(339)748-4238x671,2023-02-14,No,Regular maintenance every 6 months,2 years warranty,61.9,83.39,10940.5,Minimal environmental impact,Growing,5.0,Email Campaign,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Small Machining
1292,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,128,1163,133,2023-12-04,Distributor,South Region,104749,9,942741,393,Ramirez Ltd,Aaron Perez,bobby02@example.net,605.372.8533x52654,2023-12-05,Yes,Annual service contract,1 year warranty,94.0,83.63,53163.62,Minimal environmental impact,Declining,4.8,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Food & Beverages
1293,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,192,14,97,2023-11-18,Online Platform,South Region,13242,5,66210,394,"Lopez, Owens and Mendez",William Spencer,marcusgreene@example.org,461-311-5622x3040,2023-12-06,Yes,Quarterly Maintenance,3 years warranty,6.7,84.41,8362.24,Minimal environmental impact,Growing,3.8,Trade Shows,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Automobile
1294,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,58,1159,161,2023-08-09,Online Platform,South Region,83795,2,167590,395,"Park, Owens and Powers",Jamie Johnson,ddurham@example.com,(332)417-6998x10327,2023-11-24,Yes,Regular maintenance every 6 months,2 years warranty,197.5,73.7,63608.9,Minimal environmental impact,Growing,3.7,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Small Machining
1295,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,33,9,115,2023-10-24,Online Platform,North Region,8300,10,83000,396,Combs-Hopkins,Arthur Jackson,matthewlee@example.org,836-318-2560,2023-11-15,Yes,Regular maintenance every 6 months,1 year warranty,2.4,77.7,5157.23,Environmentally friendly design,Stable,4.4,Online Ads,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Textile
1296,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,136,18,104,2023-02-04,Direct Sales,East Region,10608,3,31824,397,Clark-Taylor,Karen Reyes,jillclark@example.com,+1-450-599-9901x81835,2023-02-18,Yes,Annual service contract,2 years warranty,5.8,80.5,7280.67,Low emissions,Stable,5.0,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Automotive
1297,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,108,171,140,2023-12-04,Direct Sales,West Region,10299,3,30897,398,"Delgado, Ballard and King",Destiny Watkins,tiffany14@example.com,(523)429-1466x98096,2023-12-08,Yes,Annual service contract,5 years warranty,24.0,92.84,6457.79,Environmentally friendly design,Declining,4.7,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Paper
1298,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,88,699,125,2023-10-29,Distributor,East Region,78687,10,786870,399,"Clark, Chang and Hudson",Jordan Sanders,james93@example.com,636-749-7405x587,2023-11-05,No,Quarterly Maintenance,2 years warranty,134.8,88.61,39890.76,Minimal environmental impact,Stable,3.9,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Textile
1299,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,33,8,112,2023-03-26,Online Platform,South Region,10561,6,63366,400,"Andrews, Mendez and Hernandez",Alexander Garcia,larsonstacy@example.net,+1-426-717-9061x3130,2023-11-26,No,Regular maintenance every 6 months,2 years warranty,2.2,94.77,8186.05,Low emissions,Growing,3.7,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Pet Blowing
1300,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,77,125,153,2023-01-15,Direct Sales,North Region,17744,9,159696,401,Villarreal-Wilkinson,Michael Cooper,rmiller@example.net,001-857-339-9887x21012,2023-09-14,No,Annual service contract,2 years warranty,3.2,72.98,9033.64,Environmentally friendly design,Growing,4.7,Trade Shows,15% off for first-time buyers,Social media campaigns,No specific regulations,Small Machining
1301,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,105,448,150,2023-05-25,Direct Sales,South Region,21108,1,21108,402,Jenkins-Schmidt,Nancy Vega,brewerryan@example.com,933-936-0276x6645,2023-11-04,Yes,Annual service contract,3 years warranty,47.9,74.76,15955.49,Low emissions,Growing,4.8,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Food Processing
1302,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,118,12,139,2023-02-26,Online Platform,North Region,13260,5,66300,403,Hodges Inc,Kathy Taylor,zacharywilliams@example.com,001-751-863-9087x648,2023-04-14,Yes,Annual service contract,5 years warranty,3.3,82.31,10138.89,Low emissions,Declining,3.5,Trade Shows,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Automotive
1303,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,82,12,94,2023-04-27,Distributor,East Region,9966,3,29898,404,"Davis, Smith and Barron",Larry Campbell,osmith@example.org,(440)846-3858,2023-07-26,Yes,Quarterly Maintenance,3 years warranty,0.5,94.98,5891.39,Minimal environmental impact,Growing,3.7,Trade Shows,10% off for bulk orders,Industry magazines,Compliance with industry standards,Marine
1304,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,50,12,154,2023-05-23,Distributor,North Region,17724,3,53172,405,Fry and Sons,Joshua Ross,cgillespie@example.com,302.374.8848x2658,2023-09-10,Yes,Regular maintenance every 6 months,5 years warranty,26.7,75.95,10174.28,Low emissions,Growing,4.1,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Paper
1305,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,91,250,119,2023-07-15,Distributor,South Region,19488,2,38976,406,Williams-Gregory,Nicholas Lee,diaznathan@example.org,001-461-646-4517x651,2023-09-15,Yes,Annual service contract,3 years warranty,23.1,80.38,10482.87,Low emissions,Declining,4.8,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Paper
1306,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,49,22,166,2023-10-20,Direct Sales,South Region,17687,5,88435,407,Jones-Bryant,Amber Gardner,dylanshepard@example.org,(387)822-2824x56373,2023-10-26,Yes,Quarterly Maintenance,1 year warranty,4.7,77.33,13062.76,Low emissions,Stable,4.8,Email Campaign,10% off for bulk orders,Industry magazines,Compliance with industry standards,Automobile
1307,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,178,1010,232,2023-10-16,Direct Sales,East Region,43527,10,435270,408,"Bailey, Campos and Bailey",Jessica Price,xray@example.org,+1-329-528-8567,2023-11-18,No,Annual service contract,1 year warranty,128.6,85.83,32567.3,Minimal environmental impact,Declining,4.6,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1308,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,46,998,149,2023-11-05,Distributor,West Region,64168,4,256672,409,"Wilson, Conner and Walters",Shaun Huff,wbarber@example.net,001-647-557-8248x82687,2023-12-04,Yes,Annual service contract,3 years warranty,61.1,72.31,33234.8,Low emissions,Stable,4.7,Trade Shows,15% off for first-time buyers,Social media campaigns,No specific regulations,Marine
1309,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,96,230,130,2023-05-13,Direct Sales,South Region,13981,3,41943,410,Bright-Blankenship,Alicia Miller,ievans@example.org,+1-255-523-2765x7413,2023-11-29,No,Quarterly Maintenance,5 years warranty,9.6,79.73,9711.11,Minimal environmental impact,Stable,4.4,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Small Machining
1310,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,65,351,158,2023-06-20,Online Platform,North Region,15449,10,154490,411,Yates-Ball,Kaitlin Nielsen,ryanjessica@example.com,805-315-1152,2023-07-29,No,Annual service contract,1 year warranty,71.2,79.34,11752.19,Environmentally friendly design,Growing,3.7,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Paper
1311,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,49,56,131,2023-11-01,Direct Sales,West Region,17992,7,125944,412,Jackson-Lawrence,Craig Cooke,kellybrooks@example.net,001-544-995-3169x84585,2023-11-26,Yes,Regular maintenance every 6 months,2 years warranty,43.5,88.86,13517.53,Minimal environmental impact,Growing,4.4,Online Ads,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Textile
1312,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,59,908,198,2023-05-05,Direct Sales,South Region,70752,3,212256,413,Cross-Nelson,Mr. Jeff Rocha,lance41@example.com,947.336.2833x88293,2023-08-28,Yes,Regular maintenance every 6 months,5 years warranty,114.9,71.07,37744.35,Environmentally friendly design,Declining,3.6,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Automotive
1313,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,135,20,118,2023-06-03,Direct Sales,East Region,14540,1,14540,414,"Zuniga, Weaver and Jones",Christopher Garcia,pamelagreene@example.net,668-468-5510,2023-07-21,Yes,Annual service contract,1 year warranty,5.2,77.39,8768.08,Environmentally friendly design,Declining,4.3,Trade Shows,15% off for first-time buyers,Industry magazines,No specific regulations,Concrete Pumps
1314,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,54,325,252,2023-09-11,Online Platform,South Region,120351,7,842457,415,"Buchanan, Shaw and Lee",Tara Gonzales,shays@example.com,281-638-9196x041,2023-12-06,No,Annual service contract,3 years warranty,62.3,76.13,65895.86,Environmentally friendly design,Growing,3.6,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Concrete Pumps
1315,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,182,14,116,2022-12-18,Distributor,South Region,12173,2,24346,416,Hernandez Ltd,Nicole Jones,wilsonamy@example.com,689-810-2307x88022,2023-10-07,No,Quarterly Maintenance,2 years warranty,3.7,90.11,6278.33,Environmentally friendly design,Growing,3.9,Email Campaign,10% off for bulk orders,Social media campaigns,No specific regulations,General Engineering
1316,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,80,213,143,2023-02-20,Distributor,South Region,12590,10,125900,417,Hughes-Singleton,Ashley Cortez,davidwagner@example.com,001-866-519-5029x746,2023-02-28,No,Quarterly Maintenance,1 year warranty,21.4,91.61,6770.02,Minimal environmental impact,Stable,4.1,Online Ads,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1317,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,183,14,168,2023-08-28,Online Platform,West Region,13958,3,41874,418,"Peterson, Schwartz and Delgado",Anna Smith,robinsonryan@example.org,+1-661-987-8880x516,2023-09-04,Yes,Annual service contract,2 years warranty,4.3,72.78,9114.69,Environmentally friendly design,Growing,4.2,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Paint Shot
1318,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,93,215,150,2023-04-27,Direct Sales,South Region,10318,2,20636,419,Warren-Davis,Heather Miller,wolfemary@example.com,(615)920-9663,2023-07-11,No,Regular maintenance every 6 months,3 years warranty,21.4,92.63,7794.95,Minimal environmental impact,Growing,3.9,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Fabrication Workshops
1319,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,188,20,118,2023-08-08,Direct Sales,West Region,13926,10,139260,420,Lewis Ltd,Amy Campos,qballard@example.com,001-741-597-1776,2023-09-29,No,Quarterly Maintenance,3 years warranty,5.2,88.02,7189.97,Environmentally friendly design,Growing,4.3,Email Campaign,15% off for first-time buyers,Industry magazines,No specific regulations,Hydel
1320,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,153,137,135,2023-09-01,Online Platform,North Region,10985,3,32955,421,Rose Ltd,Nathan Harrington,hardythomas@example.net,7725493791,2023-10-08,Yes,Quarterly Maintenance,2 years warranty,32.2,73.38,8403.13,Minimal environmental impact,Declining,3.6,Online Ads,10% off for bulk orders,Industry magazines,No specific regulations,Small Machining
